Bloomberg Index;;Precious;;Industrial;;Energy;;S&P Index;;Precious;;Industrial;;Crude Oil;;Natural Gas;;Agriculture;;Agriculture + Livestock;;Livestock;;Energy;;Copper;;Aluminium;;Gold;
Date;BCOM Index;Date;BCOMPR Index;Date;BCOMIN Index;Date;BCOMEN Index;Date;SPGSCI Index;Date;SPGSPM Index;Date;SPGSIN Index;Date;SPGSCL Index;Date;SPGSNG Index;Date;SPGSAG Index;Date;SPGSAL Index;Date;SPGSLV Index;Date;SPGSEN Index;Date;SPGSIC Index;Date;SPGSIA Index;Date;SPGSGC Index
30.04.2012;141,2917;30.04.2012;255,9256;30.04.2012;162,3979;30.04.2012;92,0526;30.04.1991;195,998;29.04.1994;482,911;30.04.1998;153,22;30.04.2008;621,83;30.04.2015;128,8;30.04.1991;195,9312;30.04.1991;193,6418;30.04.1991;221,7173;30.04.2004;137,3701;30.04.1998;130,92;30.04.2012;133,65;30.04.1999;167,5594
31.05.2012;128,3789;31.05.2012;237,6468;31.05.2012;146,7192;31.05.2012;81,812;31.05.1991;192,89;31.05.1994;496,774;29.05.1998;144,7;30.05.2008;697,96;29.05.2015;123,7;31.05.1991;194,4131;31.05.1991;188,8678;31.05.1991;210,9323;31.05.2004;146,2653;29.05.1998;120,96;31.05.2012;125,54;31.05.1999;158,3605
29.06.2012;135,4213;29.06.2012;241,9951;29.06.2012;147,2718;29.06.2012;83,8777;28.06.1991;185,4473;30.06.1994;493,408;30.06.1998;138,38;30.06.2008;767,29;30.06.2015;132,6;28.06.1991;181,71;28.06.1991;178,0517;28.06.1991;201,373;30.06.2004;138,8761;30.06.1998;115,68;29.06.2012;120,49;30.06.1999;153,47
31.07.2012;144,169;31.07.2012;243,2258;31.07.2012;143,6127;31.07.2012;90,4975;31.07.1991;191,8876;29.07.1994;497,063;31.07.1998;141,65;31.07.2008;680,04;31.07.2015;127,17;31.07.1991;195,3133;31.07.1991;183,2579;31.07.1991;193,949;30.07.2004;156,9575;31.07.1998;120,11;31.07.2012;119,33;30.07.1999;150,6754
31.08.2012;146,0275;31.08.2012;258,3221;31.08.2012;144,0036;31.08.2012;91,7503;30.08.1991;192,6421;31.08.1994;498,808;31.08.1998;139,55;29.08.2008;632,8;31.08.2015;125,9;30.08.1991;198,2224;30.08.1991;182,4607;30.08.1991;187,0694;31.08.2004;147,5215;31.08.1998;114,72;31.08.2012;119,99;31.08.1999;149,8021
28.09.2012;148,5061;28.09.2012;274,4048;28.09.2012;159,8674;28.09.2012;93,8201;30.09.1991;193,9276;30.09.1994;507,987;30.09.1998;136,81;30.09.2008;551,57;30.09.2015;118,18;30.09.1991;198,821;30.09.1991;187,0357;30.09.1991;198,78;30.09.2004;177,001;30.09.1998;114,85;28.09.2012;133,79;30.09.1999;174,3712
31.10.2012;142,7416;31.10.2012;263,6839;31.10.2012;145,0272;31.10.2012;91,681;31.10.1991;198,5509;31.10.1994;490,962;30.10.1998;135;31.10.2008;371,64;30.10.2015;108,67;31.10.1991;203,4962;31.10.1991;186,0207;31.10.1991;188,4611;29.10.2004;190,5827;30.10.1998;113,76;31.10.2012;120,8;29.10.1999;174,837
30.11.2012;142,8028;30.11.2012;264,315;30.11.2012;155,1549;30.11.2012;90,6316;29.11.1991;190,1044;30.11.1994;485,391;30.11.1998;135,55;28.11.2008;298,31;30.11.2015;104,64;29.11.1991;202,4575;29.11.1991;186,583;29.11.1991;191,6865;30.11.2004;179,4186;30.11.1998;111,12;30.11.2012;132,45;30.11.1999;170,5869
31.12.2012;139,0707;31.12.2012;254,2351;31.12.2012;154,0011;31.12.2012;88,862;31.12.1991;176,9177;30.12.1994;487,209;31.12.1998;127,97;31.12.2008;244,44;31.12.2015;109,42;31.12.1991;211,0619;31.12.1991;188,2923;31.12.1991;182,6042;31.12.2004;156,0954;31.12.1998;105,01;31.12.2012;131,04;31.12.1999;168,6074
31.01.2013;142,3956;31.01.2013;254,7343;31.01.2013;157,5117;31.01.2013;91,892;31.01.1992;182,3528;31.01.1995;477,409;29.01.1999;125,75;30.01.2009;228,43;29.01.2016;107,59;31.01.1992;215,787;31.01.1992;194,2209;31.01.1992;191,4294;31.01.2005;172,4355;29.01.1999;100,55;31.01.2013;132,03;31.01.2000;166,6278
28.02.2013;136,5666;28.02.2013;238,804;28.02.2013;148,6306;28.02.2013;89,5426;28.02.1992;181,7778;28.02.1995;476,581;26.02.1999;127,05;27.02.2009;245,31;29.02.2016;80,11;28.02.1992;210,1871;28.02.1992;190,9448;28.02.1992;191,3199;28.02.2005;185,4148;26.02.1999;98,6;28.02.2013;126,14;29.02.2000;171,2855
29.03.2013;137,4762;29.03.2013;240,2994;29.03.2013;141,8936;29.03.2013;95,1659;31.03.1992;184,7368;31.03.1995;503,287;31.03.1999;128,11;31.03.2009;272,17;31.03.2016;91,72;31.03.1992;206,1265;31.03.1992;190,74;31.03.1992;197,2184;31.03.2005;205,2017;31.03.1999;98,03;29.03.2013;120,61;31.03.2000;163,8333
30.04.2013;133,6316;30.04.2013;217,279;30.04.2013;134,699;30.04.2013;93,7752;30.04.1992;190,1203;28.04.1995;501,214;30.04.1999;142,47;30.04.2009;280,17;29.04.2016;101,98;30.04.1992;200,0449;30.04.1992;187,7538;30.04.1992;198,6739;29.04.2005;184,7635;30.04.1999;111,67;30.04.2013;118,07;28.04.2000;159,9324
31.05.2013;130,6295;31.05.2013;204,039;31.05.2013;136,86;31.05.2013;89,3573;29.05.1992;193,0193;31.05.1995;494,964;31.05.1999;129,43;29.05.2009;363,42;31.05.2016;107,13;29.05.1992;202,0356;29.05.1992;184,883;29.05.1992;187,5997;31.05.2005;186,533;31.05.1999;98,31;31.05.2013;119,96;31.05.2000;159,9907
28.06.2013;124,4663;28.06.2013;178,992;28.06.2013;127,1304;28.06.2013;87,0716;30.06.1992;190,8873;30.06.1995;491,565;30.06.1999;144,29;30.06.2009;383,04;30.06.2016;136,9;30.06.1992;202,6832;30.06.1992;186,7863;30.06.1992;191,8104;30.06.2005;204,7524;30.06.1999;115,43;28.06.2013;111,58;30.06.2000;169,7135
31.07.2013;126,1571;31.07.2013;189,0302;31.07.2013;128,3007;31.07.2013;90,7397;31.07.1992;186,6917;31.07.1995;491,908;30.07.1999;145,99;31.07.2009;380,63;29.07.2016;134,66;31.07.1992;185,1253;31.07.1992;173,1112;31.07.1992;182,0949;29.07.2005;219,4429;30.07.1999;115,09;31.07.2013;113,27;31.07.2000;164,8812
30.08.2013;130,4445;30.08.2013;206,664;30.08.2013;130,5253;30.08.2013;93,5471;31.08.1992;186,3997;31.08.1995;494,225;31.08.1999;155,24;31.08.2009;383,43;31.08.2016;135,17;31.08.1992;184,4325;31.08.1992;174,1433;31.08.1992;186,0399;31.08.2005;265,2074;31.08.1999;120,39;30.08.2013;113,79;31.08.2000;164,2408
30.09.2013;127,1103;30.09.2013;195,0302;30.09.2013;132,5752;30.09.2013;89,5114;30.09.1992;187,0465;29.09.1995;493,855;30.09.1999;158,85;30.09.2009;386,99;30.09.2016;136,06;30.09.1992;185,5455;30.09.1992;176,4679;30.09.1992;190,6701;30.09.2005;266,2328;30.09.1999;125,74;30.09.2013;116,04;29.09.2000;161,2133
31.10.2013;125,2281;31.10.2013;195,0118;31.10.2013;133,1249;31.10.2013;87,1612;30.10.1992;182,4082;31.10.1995;488,639;29.10.1999;158,73;30.10.2009;422,01;31.10.2016;141,68;30.10.1992;187,1921;30.10.1992;177,2117;30.10.1992;190,0977;31.10.2005;233,2295;29.10.1999;124,8;31.10.2013;116,85;31.10.2000;155,1001
29.11.2013;124,2192;29.11.2013;182,6095;29.11.2013;126,7338;29.11.2013;89,1442;30.11.1992;180,0958;30.11.1995;492,578;30.11.1999;162,23;30.11.2009;423,55;30.11.2016;156,94;30.11.1992;196,0266;30.11.1992;183,1241;30.11.1992;192,3195;30.11.2005;224,8546;30.11.1999;124,84;29.11.2013;110,15;30.11.2000;159,1174
31.12.2013;125,7515;31.12.2013;175,8205;31.12.2013;132,9276;31.12.2013;93,4243;31.12.1992;181,0064;29.12.1995;489,861;31.12.1999;171,59;31.12.2009;434,94;30.12.2016;174,36;31.12.1992;192,756;31.12.1992;183,1138;31.12.1992;197,4965;30.12.2005;232,4023;31.12.1999;132,76;31.12.2013;113,19;29.12.2000;159,292
31.01.2014;126,1206;31.01.2014;179,1867;31.01.2014;126,39;31.01.2014;96,5953;29.01.1993;183,3482;31.01.1996;516,473;31.01.2000;173,62;29.01.2010;399,49;31.01.2017;145,94;29.01.1993;194,9297;29.01.1993;184,3226;29.01.1993;197,3657;31.01.2006;244,1871;31.01.2000;131,15;31.01.2014;107,15;31.01.2001;156,0316
28.02.2014;133,9783;28.02.2014;192,979;28.02.2014;128,8786;28.02.2014;99,0975;26.02.1993;186,5014;29.02.1996;507,506;29.02.2000;164,16;26.02.2010;436,59;28.02.2017;129,88;26.02.1993;192,9204;26.02.1993;186,1834;26.02.1993;205,68;28.02.2006;216,9488;29.02.2000;121,7;28.02.2014;110,23;28.02.2001;155,9152
31.03.2014;134,5234;31.03.2014;185,3191;31.03.2014;126,8625;31.03.2014;97,3346;31.03.1993;190,171;29.03.1996;503,925;31.03.2000;163,78;31.03.2010;459,06;31.03.2017;149,36;31.03.1993;201,3056;31.03.1993;195,3145;31.03.1993;217,4779;31.03.2006;235,9835;31.03.2000;124,08;31.03.2014;112,43;30.03.2001;150,9082
30.04.2014;137,7964;30.04.2014;185,1519;30.04.2014;130,6445;30.04.2014;100,237;30.04.1993;187,6663;30.04.1996;496,576;28.04.2000;160,43;30.04.2010;472,16;28.04.2017;153,39;30.04.1993;195,6707;30.04.1993;189,3593;30.04.1993;210,0476;28.04.2006;251,8668;28.04.2000;123,33;30.04.2014;113,25;30.04.2001;153,9357
30.05.2014;133,8324;30.05.2014;178,5796;30.05.2014;134,1878;30.05.2014;99,5703;31.05.1993;181,2161;31.05.1996;497,945;31.05.2000;157,8;31.05.2010;405,4;31.05.2017;143,79;31.05.1993;186,5615;31.05.1993;181,0709;31.05.1993;201,7193;31.05.2006;249,0432;31.05.2000;124,77;30.05.2014;116,24;31.05.2001;155,3912
30.06.2014;134,6268;30.06.2014;192,3262;30.06.2014;137,6371;30.06.2014;101,5739;30.06.1993;175,9696;28.06.1996;480,709;30.06.2000;163,01;30.06.2010;414,5;30.06.2017;142,1;30.06.1993;186,9761;30.06.1993;179,3592;30.06.1993;196,3499;30.06.2006;256,7267;30.06.2000;126,36;30.06.2014;119,48;29.06.2001;157,9529
31.07.2014;127,9143;31.07.2014;186,4311;31.07.2014;140,6914;31.07.2014;93,6498;30.07.1993;174,0556;31.07.1996;495,201;31.07.2000;164,74;30.07.2010;432,7;31.07.2017;130,82;30.07.1993;193,7702;30.07.1993;183,8766;30.07.1993;197,9814;31.07.2006;265,6413;31.07.2000;132,92;31.07.2014;126,24;31.07.2001;156,7303
29.08.2014;126,5745;29.08.2014;184,568;29.08.2014;141,3574;29.08.2014;93,4396;31.08.1993;175,8414;30.08.1996;492,948;31.08.2000;168,18;31.08.2010;394,17;31.08.2017;142,34;31.08.1993;193,7468;31.08.1993;184,728;31.08.1993;200,3615;31.08.2006;242,4461;31.08.2000;135,49;29.08.2014;132,92;31.08.2001;160,9804
30.09.2014;118,6922;30.09.2014;170,6227;30.09.2014;131,957;30.09.2014;89,3184;30.09.1993;177,357;30.09.1996;477,33;29.09.2000;170,19;30.09.2010;438,29;29.09.2017;140,79;30.09.1993;198,3292;30.09.1993;186,9175;30.09.1993;199,1026;29.09.2006;216,0929;29.09.2000;141,11;30.09.2014;123,89;28.09.2001;171,169
31.10.2014;117,7365;31.10.2014;164,0622;31.10.2014;133,8956;31.10.2014;81,1915;29.10.1993;171,4164;31.10.1996;474,988;31.10.2000;158,17;29.10.2010;446,29;31.10.2017;135,59;29.10.1993;204,747;29.10.1993;191,6013;29.10.1993;201,79;31.10.2006;211,4327;31.10.2000;131,36;31.10.2014;131,36;31.10.2001;163,3092
28.11.2014;112,9451;28.11.2014;162,9492;28.11.2014;129,379;28.11.2014;72,6867;30.11.1993;165,0651;29.11.1996;470,09;30.11.2000;158,8;30.11.2010;460,98;30.11.2017;141,63;30.11.1993;216,1941;30.11.1993;195,7208;30.11.1993;194,9307;30.11.2006;231,4786;30.11.2000;130,08;28.11.2014;127,64;30.11.2001;160,0488
31.12.2014;104,3285;31.12.2014;163,9722;31.12.2014;123,7539;31.12.2014;56,6487;31.12.1993;163,5542;31.12.1996;463,536;29.12.2000;160,08;31.12.2010;500,82;29.12.2017;138,26;31.12.1993;229,4547;31.12.1993;203,2428;31.12.1993;194,5516;29.12.2006;212,1285;29.12.2000;128,99;31.12.2014;116,97;31.12.2001;162,4359
30.01.2015;100,8413;30.01.2015;177,824;30.01.2015;117,1188;30.01.2015;52,8309;31.01.1994;177,3524;31.01.1997;438,486;31.01.2001;164,17;31.01.2011;505,26;31.01.2018;140,23;31.01.1994;227,6788;31.01.1994;207,9324;31.01.1994;210,1303;31.01.2007;209,4243;31.01.2001;128,72;30.01.2015;118,12;31.01.2002;164,7066
27.02.2015;103,4379;27.02.2015;169,1646;27.02.2015;118,4395;27.02.2015;57,2827;28.02.1994;171,232;28.02.1997;465,948;28.02.2001;158,12;28.02.2011;531,46;28.02.2018;124,87;28.02.1994;227,0423;28.02.1994;206,5785;28.02.1994;207,4373;28.02.2007;220,3086;28.02.2001;125,09;27.02.2015;115,21;28.02.2002;172,9739
31.03.2015;98,123;31.03.2015;166,0939;31.03.2015;117,1676;31.03.2015;52,0018;31.03.1994;170,3859;31.03.1997;449,828;30.03.2001;149,84;31.03.2011;584,89;30.03.2018;127,96;31.03.1994;221,0497;31.03.1994;203,5589;31.03.1994;208,592;30.03.2007;236,0026;30.03.2001;118,71;31.03.2015;113,13;29.03.2002;176,8165
30.04.2015;103,7471;30.04.2015;164,6962;30.04.2015;126,3123;30.04.2015;59,198;29.04.1994;174,5563;30.04.1997;432,634;30.04.2001;154,48;29.04.2011;624,41;30.04.2018;129,37;29.04.1994;222,7917;29.04.1994;201,7999;29.04.1994;201,071;30.04.2007;237,0237;30.04.2001;119,54;30.04.2015;122,25;30.04.2002;180,0186
29.05.2015;100,9465;29.05.2015;166,8243;29.05.2015;116,5882;29.05.2015;57,9351;31.05.1994;176,7601;30.05.1997;441,391;31.05.2001;151,37;31.05.2011;562,86;;;31.05.1994;231,159;31.05.1994;200,8562;31.05.1994;185,3975;31.05.2007;233,879;31.05.2001;118,53;29.05.2015;109,49;31.05.2002;190,673
30.06.2015;102,6892;30.06.2015;161,8502;30.06.2015;110,9364;30.06.2015;57,6803;30.06.1994;180,0834;30.06.1997;428,961;29.06.2001;143,99;30.06.2011;522,96;;;30.06.1994;224,1993;30.06.1994;194,7527;30.06.1994;179,6624;29.06.2007;247,273;29.06.2001;110,17;30.06.2015;106,53;28.06.2002;182,755
31.07.2015;91,7827;31.07.2015;151,5297;31.07.2015;102,8322;31.07.2015;49,3306;29.07.1994;182,5207;31.07.1997;421,31;31.07.2001;138,59;29.07.2011;524,5;;;29.07.1994;220,3047;29.07.1994;195,0751;29.07.1994;186,6393;31.07.2007;263,252;31.07.2001;105,91;31.07.2015;102,02;31.07.2002;177,6898
31.08.2015;90,9328;31.08.2015;154,7874;31.08.2015;99,9505;31.08.2015;49,6983;31.08.1994;170,2628;29.08.1997;420,495;31.08.2001;137,39;31.08.2011;486,74;;;31.08.1994;232,3721;31.08.1994;199,1626;31.08.1994;178,8824;31.08.2007;248,469;31.08.2001;105,68;31.08.2015;102,67;30.08.2002;182,755
30.09.2015;87,8214;30.09.2015;152,8384;30.09.2015;98,6015;30.09.2015;44,7861;30.09.1994;171,4158;30.09.1997;437,225;28.09.2001;130,07;30.09.2011;434,07;;;30.09.1994;234,3647;30.09.1994;197,5756;30.09.1994;171,4375;28.09.2007;275,727;28.09.2001;101,09;30.09.2015;99,36;30.09.2002;189,334
30.10.2015;87,4289;30.10.2015;158,3292;30.10.2015;95,8342;30.10.2015;43,2976;31.10.1994;179,036;31.10.1997;404,379;31.10.2001;124,93;31.10.2011;510,74;;;31.10.1994;231,0299;31.10.1994;195,8369;31.10.1994;171,9212;31.10.2007;318,127;31.10.2001;96,77;30.10.2015;93,16;31.10.2002;185,3749
30.11.2015;81,0781;30.11.2015;146,3887;30.11.2015;87,5033;30.11.2015;38,6853;30.11.1994;175,1664;28.11.1997;393,481;30.11.2001;142,02;30.11.2011;550,04;;;30.11.1994;236,3334;30.11.1994;196,7269;30.11.1994;166,0422;30.11.2007;302,012;30.11.2001;110,88;30.11.2015;92,18;29.11.2002;185,0256
31.12.2015;78,5588;31.12.2015;145,1101;31.12.2015;90,4397;31.12.2015;34,6081;30.12.1994;180,7578;31.12.1997;389,318;31.12.2001;134,09;30.12.2011;541,65;;;30.12.1994;248,0068;30.12.1994;209,7012;30.12.1994;183,1198;31.12.2007;323,078;31.12.2001;104,5;31.12.2015;95,93;31.12.2002;202,7247
29.01.2016;77,2234;29.01.2016;151,9842;29.01.2016;89,1619;29.01.2016;32,0714;31.01.1995;176,0039;30.01.1998;408,085;31.01.2002;138,58;31.01.2012;539,73;;;31.01.1995;238,4531;31.01.1995;205,0321;31.01.1995;185,2233;31.01.2008;313,412;31.01.2002;110,72;29.01.2016;96,37;31.01.2003;214,8929
29.02.2016;75,9463;29.02.2016;165,5932;29.02.2016;92,123;29.02.2016;29,09;28.02.1995;177,1083;27.02.1998;405,426;28.02.2002;139,48;29.02.2012;586,81;;;28.02.1995;243,9157;28.02.1995;208,2841;28.02.1995;185,5691;29.02.2008;348,878;28.02.2002;110,43;29.02.2016;100,17;28.02.2003;203,9474
31.03.2016;78,8272;31.03.2016;167,1671;31.03.2016;92,4441;31.03.2016;31,3633;31.03.1995;179,0597;31.03.1998;410,195;29.03.2002;143,19;30.03.2012;564,62;;;31.03.1995;240,6662;31.03.1995;199,5169;31.03.1995;166,9344;31.03.2008;353,237;29.03.2002;116,37;31.03.2016;96,17;31.03.2003;196,1458
29.04.2016;85,5205;29.04.2016;179,2709;29.04.2016;99,062;29.04.2016;35,5691;28.04.1995;183,6347;30.04.1998;413,313;30.04.2002;141,93;30.04.2012;574,76;;;28.04.1995;241,1956;28.04.1995;200,3723;28.04.1995;168,425;30.04.2008;391,076;30.04.2002;113,69;29.04.2016;106,8;30.04.2003;197,6013
31.05.2016;85,3383;31.05.2016;166,5529;31.05.2016;91,8382;31.05.2016;36,6546;31.05.1995;180,8068;29.05.1998;388,583;31.05.2002;142,11;31.05.2012;474,24;;;31.05.1995;247,0167;31.05.1995;202,4598;31.05.1995;165,077;30.05.2008;441,474;31.05.2002;117,08;31.05.2016;98,5;30.05.2003;212,8552
30.06.2016;88,8423;30.06.2016;184,1563;30.06.2016;98,0239;30.06.2016;37,7191;30.06.1995;174,4889;30.06.1998;394,744;28.06.2002;143,61;29.06.2012;465,64;;;30.06.1995;247,2182;30.06.1995;205,7524;30.06.1995;173,6471;30.06.2008;483,629;28.06.2002;119,17;30.06.2016;104,78;30.06.2003;201,6186
29.07.2016;84,2809;29.07.2016;192,0087;29.07.2016;101,1115;29.07.2016;33,6782;31.07.1995;177,3371;31.07.1998;386,843;31.07.2002;133,49;31.07.2012;482,63;;;31.07.1995;251,2741;31.07.1995;208,9872;31.07.1995;176,1161;31.07.2008;419,294;31.07.2002;106,8;29.07.2016;104,29;31.07.2003;207,1496
31.08.2016;82,7727;31.08.2016;182,4554;31.08.2016;96,9322;31.08.2016;34,8671;31.08.1995;180,5308;31.08.1998;367,05;30.08.2002;133,49;31.08.2012;528,72;;;31.08.1995;259,2208;31.08.1995;212,0254;31.08.1995;172,0538;29.08.2008;386,936;30.08.2002;106,61;31.08.2016;102,1;29.08.2003;219,3759
30.09.2016;85,342;30.09.2016;184,4612;30.09.2016;101,9501;30.09.2016;36,3098;29.09.1995;181,0815;30.09.1998;394,146;30.09.2002;130,38;28.09.2012;505,26;;;29.09.1995;266,0292;29.09.1995;219,0836;29.09.1995;180,5899;30.09.2008;339,289;30.09.2002;102,8;30.09.2016;106,1;30.09.2003;224,7905
31.10.2016;84,9011;31.10.2016;176,0879;31.10.2016;103,2591;31.10.2016;35,3089;31.10.1995;183,1156;30.10.1998;384,669;31.10.2002;139,31;31.10.2012;472,65;;;31.10.1995;272,2827;31.10.1995;222,4172;31.10.1995;179,9359;31.10.2008;235,2;31.10.2002;110,79;31.10.2016;110,22;31.10.2003;223,9171
30.11.2016;86,0015;30.11.2016;161,9537;30.11.2016;113,8871;30.11.2016;36,7979;30.11.1995;187,9269;30.11.1998;386,274;29.11.2002;144,63;30.11.2012;487,28;;;30.11.1995;271,5139;30.11.1995;223,6675;30.11.1995;184,4941;28.11.2008;194,764;29.11.2002;117,31;30.11.2016;109,93;28.11.2003;231,7187
30.12.2016;87,5144;30.12.2016;158,3764;30.12.2016;108,0971;30.12.2016;40,1069;29.12.1995;203,4971;31.12.1998;381,495;31.12.2002;137,82;31.12.2012;503,23;;;29.12.1995;281,7536;29.12.1995;228,8609;29.12.1995;182,7081;31.12.2008;163,218;31.12.2002;110,04;30.12.2016;107,47;31.12.2003;242,2567
31.01.2017;87,5922;31.01.2017;168,2368;31.01.2017;116,099;31.01.2017;37,0426;31.01.1996;196,8141;29.01.1999;380,622;31.01.2003;148,57;31.01.2013;534,31;;;31.01.1996;290,8199;31.01.1996;230,4555;31.01.1996;172,6288;30.01.2009;155,633;31.01.2003;122,62;31.01.2017;115,37;30.01.2004;234,5716
28.02.2017;87,7388;28.02.2017;174,7757;28.02.2017;118,6558;28.02.2017;36,0213;29.02.1996;197,696;26.02.1999;385,942;28.02.2003;149,28;28.02.2013;504,49;;;29.02.1996;287,0138;29.02.1996;230,2565;29.02.1996;178,1915;27.02.2009;158,107;28.02.2003;120,91;28.02.2017;122,28;27.02.2004;231,0202
31.03.2017;85,3508;31.03.2017;173,5888;31.03.2017;116,1565;31.03.2017;35,4768;29.03.1996;206,664;31.03.1999;372,815;31.03.2003;139,66;29.03.2013;532,88;;;29.03.1996;291,0974;29.03.1996;234,614;29.03.1996;183,7294;31.03.2009;169,88;31.03.2003;112,17;31.03.2017;124,57;31.03.2004;249,3597
28.04.2017;84,0128;28.04.2017;172,5;28.04.2017;112,1336;28.04.2017;34,3946;30.04.1996;209,3274;30.04.1999;382,103;30.04.2003;142,28;30.04.2013;512,22;;;30.04.1996;313,394;30.04.1996;246,4725;30.04.1996;180,8323;30.04.2009;172,327;30.04.2003;113,59;28.04.2017;121,26;30.04.2004;225,6056
31.05.2017;82,8292;31.05.2017;173,2218;31.05.2017;110,8737;31.05.2017;33,2406;31.05.1996;203,8712;31.05.1999;361,466;30.05.2003;150,33;31.05.2013;504,06;;;31.05.1996;308,3727;31.05.1996;247,5137;31.05.1996;191,7908;29.05.2009;219,715;30.05.2003;120,85;31.05.2017;122,31;31.05.2004;229,914
30.06.2017;82,6017;30.06.2017;167,6792;30.06.2017;114,5103;30.06.2017;31,9701;28.06.1996;206,5216;30.06.1999;354,087;30.06.2003;144,08;28.06.2013;529,21;;;28.06.1996;280,4973;28.06.1996;229,1051;28.06.1996;185,4645;30.06.2009;230,418;30.06.2003;117,08;30.06.2017;121,71;30.06.2004;228,8078
31.07.2017;84,3915;31.07.2017;170,4599;31.07.2017;119,1177;31.07.2017;33,3986;31.07.1996;194,652;30.07.1999;349,48;31.07.2003;156,23;31.07.2013;575,63;;;31.07.1996;262,5251;31.07.1996;221,4586;31.07.1996;193,1092;31.07.2009;232,011;31.07.2003;126,66;31.07.2017;121,34;30.07.2004;229,2153
31.08.2017;84,6565;31.08.2017;177,1384;31.08.2017;130,4838;31.08.2017;33,8454;30.08.1996;198,515;31.08.1999;346,514;29.08.2003;153,03;30.08.2013;589,99;;;30.08.1996;268,659;30.08.1996;226,8339;30.08.1996;198,1788;31.08.2009;227,351;29.08.2003;125;31.08.2017;134,16;31.08.2004;240,1026
29.09.2017;84,4599;29.09.2017;171,0826;29.09.2017;125,4804;29.09.2017;35,0059;30.09.1996;205,2159;30.09.1999;398,865;30.09.2003;154,93;30.09.2013;560,84;;;30.09.1996;250,4064;30.09.1996;215,9017;30.09.1996;197,1507;30.09.2009;233,949;30.09.2003;127,02;29.09.2017;132,82;30.09.2004;244,7603
31.10.2017;86,1882;31.10.2017;169,7054;31.10.2017;132,6628;31.10.2017;35,8341;31.10.1996;204,9208;29.10.1999;397,304;31.10.2003;173,32;31.10.2013;528,23;;;31.10.1996;226,864;31.10.1996;199,965;31.10.1996;190,7262;30.10.2009;255,315;31.10.2003;146,35;31.10.2017;136,86;29.10.2004;250,0001
30.11.2017;85,7033;30.11.2017;169,0833;30.11.2017;127,0243;30.11.2017;36,6282;29.11.1996;218,9817;30.11.1999;390,839;28.11.2003;175,21;29.11.2013;508,17;;;29.11.1996;232,1621;29.11.1996;202,0047;29.11.1996;187,877;30.11.2009;257,85;28.11.2003;146,9;30.11.2017;129,67;30.11.2004;263,8567
29.12.2017;88,1674;29.12.2017;174,0493;29.12.2017;138,51;29.12.2017;38,0155;31.12.1996;215,2563;31.12.1999;388,842;31.12.2003;193,36;31.12.2013;539,41;;;31.12.1996;231,2276;31.12.1996;202,6007;31.12.1996;191,0334;31.12.2009;265,013;31.12.2003;163,38;29.12.2017;144,12;31.12.2004;255,24
31.01.2018;89,8001;31.01.2018;177,1668;31.01.2018;138,626;31.01.2018;39,6775;31.01.1997;204,9099;31.01.2000;386,409;30.01.2004;200,01;31.01.2014;534,31;;;31.01.1997;232,5186;31.01.1997;203,0495;31.01.1997;190,2334;29.01.2010;243,456;30.01.2004;177,88;31.01.2018;140,75;31.01.2005;246,9144
28.02.2018;88,1409;28.02.2018;172,4302;28.02.2018;135,4536;28.02.2018;36,7949;28.02.1997;188,8185;29.02.2000;394,89;27.02.2004;215,89;28.02.2014;562,26;;;28.02.1997;249,1044;28.02.1997;214,4267;28.02.1997;195,0387;26.02.2010;262,653;27.02.2004;209,6;28.02.2018;135,43;28.02.2005;254,7742
30.03.2018;87,4729;30.03.2018;172,4588;30.03.2018;129,3761;30.03.2018;38,5358;31.03.1997;192,4289;31.03.2000;381,412;31.03.2004;215,34;31.03.2014;556,72;;;31.03.1997;259,0177;31.03.1997;219,7253;31.03.1997;193,674;31.03.2010;273,955;31.03.2004;214,27;30.03.2018;126,92;31.03.2005;250,9899
30.04.2018;89,593;30.04.2018;171,7914;30.04.2018;133,7187;30.04.2018;40,4066;30.04.1997;196,7678;28.04.2000;374,541;30.04.2004;197,53;30.04.2014;546,64;;;30.04.1997;268,2888;30.04.1997;225,4802;30.04.1997;194,6539;30.04.2010;285,456;30.04.2004;192,51;30.04.2018;144,01;29.04.2005;253,9009
;;;;;;;;30.05.1997;197,3687;31.05.2000;377,111;31.05.2004;205,89;30.05.2014;562,92;;;30.05.1997;257,8429;30.05.1997;218,5426;30.05.1997;192,2706;31.05.2010;247,709;31.05.2004;200,17;;;31.05.2005;243,8869
;;;;;;;;30.06.1997;185,1689;30.06.2000;396,636;30.06.2004;208,35;30.06.2014;577,5;;;30.06.1997;224,1615;30.06.1997;199,0232;30.06.1997;192,6266;30.06.2010;252,447;30.06.2004;191,03;;;30.06.2005;254,4831
;;;;;;;;31.07.1997;192,2873;31.07.2000;389,711;30.07.2004;209,88;31.07.2014;538,04;;;31.07.1997;238,547;31.07.1997;209,1337;31.07.1997;197,4786;30.07.2010;262,783;30.07.2004;203,36;;;29.07.2005;253,7262
;;;;;;;;29.08.1997;195,7684;31.08.2000;389,039;31.08.2004;204,56;29.08.2014;525,92;;;29.08.1997;243,3526;29.08.1997;208,1982;29.08.1997;186,931;31.08.2010;241,248;31.08.2004;199,74;;;31.08.2005;255,0653
